
Výraz	Úroveň	Typ	Slovní druh	Rod	Číslo	Vid	Kapitoly
myslel/a jsi/jste + tohle	A1	fráze					5.7.5
na shledanou	A1	fráze					5.5.36
na zdraví	A1	fráze					5.5.30
ne, děkuju	A1	fráze					5.4.20; 5.5.10
neboj/te se	A1	fráze					5.3.31
nedáš/nedáte si	A1	fráze					5.5.8
nechcete pomoct	A1	fráze					5.4.18
neměj/te strach	A1	fráze					5.3.31
nemůžu ti/vám pomoct	A1	fráze					5.4.18
není to dobré	A1	fráze					5.3.6
není to pravda	A1	fráze					5.2.7; 5.3.28
není to správně	A1	fráze					5.3.25
není to v pořádku	A1	fráze					5.3.25
není zač	A1	fráze					5.5.4
nepotřebujete pomoc	A1	fráze					5.4.18
pane	A1	fráze					5.5.12; 5.5.13; 6.1.2
pane doktore	A1	fráze					6.7.6
pane inženýre	A1	fráze					6.1.2
pane magistře	A1	fráze					6.8.6
páni a dámy (označení toalety)	A1	fráze					6.1.7
paní doktorko	A1	fráze					6.7.6
paní inženýrko	A1	fráze					6.1.2
paní magistro	A1	fráze					6.8.6
píše se tam	A1	fráze					5.7.8
pomoz/te prosím	A1	fráze					5.4.16
poslouchám tě/vás	A1	fráze					5.6.17
proč ne	A1	fráze					5.4.9
promiň, co jsi/jste říkal/a?	A1	fráze					5.7.1
promiň, nemůžeš/nemůžete to zopakova	A1	fráze					5.7.3
promiň/te, nemůžu	A1	fráze					5.4.7
promiň/te, nerozumím	A1	fráze					5.7.1
promiňte	A1	fráze					5.5.11; 5.6.14
prosím	A1	fráze					5.4.4; 5.4.5; 5.4.6; 5.4.16; 5.5.2; 5.5.11; 5.6.6; 5.7.1
prosím tě/vás	A1	fráze					5.4.5; 5.5.11
rád bych se vám představil/a	A1	fráze					5.5.19
s pozdravem	A1	fráze					5.6.3
slečno (oslovení)	A1	fráze					5.5.13; 6.1.2
srdečně Tě zdraví	A1	fráze					5.6.4
tak dobře	A1	fráze					5.4.9
tak jo	A1	fráze					5.2.30
těší mě	A1	fráze					5.5.21
to je	A1	fráze					5.5.23; 5.6.9
to je dobrý nápad	A1	fráze					5.4.9
to je dobře, že	A1	fráze					5.4.2
to je omyl	A1	fráze					5.6.14
to je v pořádku	A1	fráze					5.5.2
to nevadí	A1	fráze					5.5.2
to nic není	A1	fráze					5.3.31
u telefonu (mluví X.Y.)	A1	fráze					5.6.7
upřímnou soustrast	A1	fráze					5.5.27
vážená paní	A1	fráze					5.6.1
vážený pane	A1	fráze					5.6.1
veselé Vánoce	A1	fráze					5.5.33
všechno nejlepší	A1	fráze					5.5.25
vůbec ne	A1	fráze					5.2.5
zdraví Tě	A1	fráze					5.6.4
automat na jízdenky	A1	sousloví					6.9.8
benzinová pumpa	A1	sousloví					6.9.5
bezmasé jídlo	A1	sousloví					6.3.5
být rád/a/rádi	A1	sousloví					5.3.26
být v provozu	A1	sousloví					4.6.11
co je to	A1	sousloví					5.7.6
čistit si zuby	A1	sousloví					6.4.2
čistý plat	A1	sousloví					6.6.6
datum narození	A1	sousloví					6.1.5
dětský lékař	A1	sousloví					6.7.6
doklad o pojištění	A1	sousloví					6.1.12
domácí práce	A1	sousloví					6.4.1; 6.4.3
domácí spotřebič	A1	sousloví					6.2.5
dopravní značka	A1	sousloví					6.9.4
DPČ	A1	sousloví					6.6.5
DPH	A1	sousloví					6.8.7; 6.11.3
DPP	A1	sousloví					6.6.5
Evropská unie	A1	sousloví					6.14.3
hlavní jídlo	A1	sousloví					6.3.5
hovězí maso	A1	sousloví					6.3.7
hrubá mzda	A1	sousloví					6.6.6
chodit spát	A1	sousloví					6.4.1
IČO	A1	sousloví					6.6.8
jak často	A1	sousloví					4.5.13; 5.1.8
jak daleko	A1	sousloví					4.3.4; 5.1.8
jak dlouho	A1	sousloví					4.5.12; 5.1.8
jak rychle	A1	sousloví					4.3.5
jak starý	A1	sousloví					4.6.13
jak vysoký	A1	sousloví					4.3.2
je mi x let	A1	sousloví					4.6.13
je zavřeno	A1	sousloví					6.5.10
jídelní lístek	A1	sousloví					6.3.3
jít do školy	A1	sousloví					6.4.1
jít spát	A1	sousloví					6.4.1
jízdní řád	A1	sousloví					6.9.9
karta pojištěnce	A1	sousloví					6.7.11
křestní jméno	A1	sousloví					6.1.1
lékařské potvrzení	A1	sousloví					6.7.11
mateřská škola	A1	sousloví					6.10.1
městský úřad	A1	sousloví					6.11.1
metr čtvereční	A1	sousloví					4.3.7
ministerstvo vnitra	A1	sousloví					6.14.3
místo narození	A1	sousloví					6.1.5
mít barvu	A1	sousloví					4.6.8
mít hlad	A1	sousloví					6.3.1
mít na sobě	A1	sousloví					6.1.14
mít otevřeno	A1	sousloví					6.5.13
mít pravdu	A1	sousloví					5.2.1
mít problém(y)	A1	sousloví					5.3.32
mít rád/a/i	A1	sousloví					5.3.1; 5.3.2; 5.3.4; 5.3.7; 5.3.8; 5.3.9
mít strach	A1	sousloví					5.3.30
mít volno	A1	sousloví					6.5.1
mit zavřeno	A1	sousloví					6.5.13
mít žízeň	A1	sousloví					6.3.1
modrá karta	A1	sousloví					6.11.5
myčka nádobí	A1	sousloví					6.2.5
náklady na byt	A1	sousloví					6.2.6
nemocenské pojištění	A1	sousloví					6.7.13; 6.11.4
OAMP	A1	sousloví					6.11.6
obecní úřad	A1	sousloví					6.11.1
oddělení pobytu cizinců	A1	sousloví					6.11.6
ordinační hodiny	A1	sousloví					6.7.4
osobní doklad	A1	sousloví					6.1.12; 6.11.1
OSVČ	A1	sousloví					6.6.8
otevřít účet	A1	sousloví					6.8.12
ovoce a zelenina	A1	sousloví					6.8.1
označit křížkem	A1	sousloví					6.10.18
pasta na zuby	A1	sousloví					6.4.2
pevná linka	A1	sousloví					6.1.4, 6. 2.5
poplatek za elektřinu	A1	sousloví					6.2.6
poplatek za plyn	A1	sousloví					6.2.6
poplatek za televizi a rozhlas	A1	sousloví					6.2.6
poplatek za teplo	A1	sousloví					6.2.6
poplatek za vodu	A1	sousloví					6.2.6
poplatky za odpad	A1	sousloví					6.2.6
poštovní poukázka	A1	sousloví					6.8.11
potvrzení o preventivní prohlídce	A1	sousloví					6.7.11
povolení k pobytu	A1	sousloví					6.1.12; 6.11.6
povolení k zaměstnání	A1	sousloví					6.11.5
prací prášek	A1	sousloví					6.4.3
pracovní doba	A1	sousloví					6.6.5
pracovní smlouva	A1	sousloví					6.6.5
praktická lékařka	A1	sousloví					6.7.6
praktický lékař	A1	sousloví					6.7.6
předpověď počasí	A1	sousloví					6.5.3; 6.13.3
PSČ	A1	sousloví					6.1.3
realitní kancelář	A1	sousloví					6.8.8
rodné číslo	A1	sousloví					6.1.12
řidičský průkaz	A1	sousloví					6.9.2
s. r. o.	A1	sousloví					6.6.8
smažený sýr	A1	sousloví					6.3.6
soudní tlumočnice	A1	sousloví					6.11.7
soudní tlumočník	A1	sousloví					6.11.7
SPZ	A1	sousloví					6.9.3
stanice metra	A1	sousloví					6.9.8
státní příslušnost	A1	sousloví					6.1.9
střední škola	A1	sousloví					6.10.1; 6.10.9
středoškolské vzdělání (druhý stupeň vzdělání)	A1	sousloví					6.10.9
technický obor	A1	sousloví					6.10.7
technický průkaz	A1	sousloví					6.9.2; 6.10.7
toaletní papír	A1	sousloví					6.4.2
topení na elektřinu	A1	sousloví					6.2.5
topení na plyn	A1	sousloví					6.2.5
úřad práce	A1	sousloví					6.6.7; 6.11.5
úřední hodiny	A1	sousloví					6.11.1
vepřové maso	A1	sousloví					6.3.7
vyčistit si zuby	A1	sousloví					6.4.2
webová stránka	A1	sousloví					6.1.4
zablokovat účet	A1	sousloví					6.8.12
zadat PIN	A1	sousloví					6.8.7
základní škola	A1	sousloví					6.10.1; 6.10.9
zdravotní pojištění	A1	sousloví					6.7.12
zdravotní sestra	A1	sousloví					6.7.6
zelená karta	A1	sousloví					6.11.5
změnit adresu	A1	sousloví					6.1.3
zubní lékař	A1	sousloví					6.7.6
žena v domácnosti	A1	sousloví					6.6.2
živnostenský list	A1	sousloví					6.6.8; 6.11.2
být z	A1	vazba					6.1.10
děkuju za	A1	vazba					5.5.3
dobrý na	A1	vazba					4.7.4
chodit do	A1	vazba					6.4.1
chodit na	A1	vazba					6.5.2
chtěl/a bych + infinitiv	A1	vazba					5.2.38
chtít + infinitiv	A1	vazba					5.2.30; 5.2.35; 5.2.36; 5.2.38; 5.3.10; 5.3.11; 5.3.29; 5.4.8; 5.5.5
jet do	A1	vazba					6.4.1
jet na	A1	vazba					6.9.1
jezdit do	A1	vazba					6.4.1
jezdit na	A1	vazba					6.5.2; 6.5.6; 6.9.1
jiný než	A1	vazba					4.8.8
jít do	A1	vazba					6.4.1
mít radost z	A1	vazba					5.3.18
moct + infinitiv	A1	vazba					5.2.23; 5.2.28; 5.2.29; 5.4.7; 5.6.11; 5.7.3; 5.7.4; 5.7.8
muset + infinitiv	A1	vazba					5.2.32; 5.2.33; 5.2.34; 5.4.11; 5.6.15
nerad/a/i + verbum	A1	vazba					5.3.6
nesmět + infinitiv	A1	vazba					5.2.31
pozor na	A1	vazba					5.4.13
pracovat jako	A1	vazba					6.6.1
přál bych si + akuzativ/infinitiv	A1	vazba					5.2.38
rád + sloveso	A1	vazba					5.3.5
radost z	A1	vazba					5.3.18
stejný jako	A1	vazba					4.8.8
