
Výraz	Úroveň	Typ	Slovní druh	Rod	Číslo	Vid	Kapitoly
co tě/vás trápí	A2	fráze					5.3.32
co tomu říkáš/říkáte	A2	fráze					5.4.1
dávej/te pozor, ať	A2	fráze					5.4.13
dej/te pozor, ať	A2	fráze					5.4.13
děkujeme za zavolání + rozloučení	A2	fráze					5.6.19
dělej(te) si, co chceš/chcete	A2	fráze					5.2.30; 5.3.29
dovolte, abych vám představil/a	A2	fráze					5.5.20
chápu tě/vás	A2	fráze					5.3.36
já nerad/a	A2	fráze					5.5.1
jak se jmenuje	A2	fráze					5.7.9
jaký význam má slovo	A2	fráze					5.7.6
jde to	A2	fráze					5.5.17
je jasné, co říkám	A2	fráze					5.7.2
je mi to líto	A2	fráze					5.3.21; 5.5.1
je od tebe/vás milé	A2	fráze					5.5.21
je od vás hezké, že	A2	fráze					5.4.2
je to jedno	A2	fráze					5.3.29
je to milé	A2	fráze					5.5.21
je to možné	A2	fráze					5.2.20; 5.2.23; 5.3.28
je to nudné	A2	fráze					5.3.16
je to tak	A2	fráze					5.2.1; 5.2.7
jít na nervy	A2	fráze					5.3.34
jsem rád/a, že vás poznávám	A2	fráze					5.5.17
když myslíte	A2	fráze					5.2.4
když to říkáte	A2	fráze					5.2.2
lituju, ale	A2	fráze					5.4.10
lituju, nemůžu	A2	fráze					5.4.7
mít toho dost	A2	fráze					5.3.34
mít toho po krk	A2	fráze					5.3.34
mladá paní	A2	fráze					5.5.13
můžete mě přepojit na	A2	fráze					5.6.11
myslíte (?)	A2	fráze					5.2.4
na co máš/máte chuť	A2	fráze					5.3.4
nedá se nic dělat	A2	fráze					5.3.22
nedělejte si starosti	A2	fráze					5.3.31
nehodí se mi to	A2	fráze					5.5.7
nemohl byste + infinitiv	A2	fráze					5.4.4
není mi líto	A2	fráze					5.3.20
není to možné	A2	fráze					5.3.28
není to tak	A2	fráze					5.2.7
nezapomeň/te, že	A2	fráze					5.2.14
nezlob/te se, že	A2	fráze					5.5.1
nic se neděje	A2	fráze					5.5.2
nic se nestalo	A2	fráze					5.5.2
omlouvám se	A2	fráze					5.6.14
pamatuj/te si, že	A2	fráze					5.2.14
počkej/te, pomůžu ti/vám	A2	fráze					5.4.18
přeju všechno nejlepší	A2	fráze					5.5.20
přepojím vás na	A2	fráze					5.6.15
přesně tak (souhlas)	A2	fráze					5.2.1
rád vás poznávám	A2	fráze					5.5.21
říkají, že	A2	fráze					5.2.21
těší mě, že vás poznávám	A2	fráze					5.5.21
to je maličkost	A2	fráze					5.5.4
to je od vás hezké	A2	fráze					5.4.2; 5.4.3; 5.5.26; 5.5.4; 5.5.7
to je od vás milé	A2	fráze					5.5.26
to je překvapení	A2	fráze					5.3.28
to není dobrý nápad	A2	fráze					5.4.3
to od vás není hezké	A2	fráze					5.4.3
v žádném případě	A2	fráze					5.2.5
vědět naprosto jistě, že	A2	fráze					5.2.16
víš, co	A2	fráze					5.4.8
vítejte v/na	A2	fráze					5.5.18
za málo	A2	fráze					5.5.4
že ano	A2	fráze					5.1.5
že jo	A2	fráze					5.1.5
že ne	A2	fráze					5.1.5
a. s.	A2	sousloví					6.6.8
akciová společnost	A2	sousloví					6.6.8
bezpečnost práce	A2	sousloví					6.6.5
bezpečnostní pás	A2	sousloví					6.9.3
bramborová kaše	A2	sousloví					6.3.8
celý úvazek	A2	sousloví					6.6.5
cestovní kancelář	A2	sousloví					6.8.8
čerpací stanice	A2	sousloví					6.9.5
čisticí prostředek	A2	sousloví					6.4.3
čtvrt hodiny	A2	sousloví					4.5.1
dámské vložky	A2	sousloví					6.4.2
daň z příjmu	A2	sousloví					6.11.3
daňové přiznání	A2	sousloví					6.11.3
dát pozor	A2	sousloví					6.10.5
dát výpověď	A2	sousloví					6.6.5
datová schránka	A2	sousloví					6.8.11
datový projektor	A2	sousloví					6.10.3
dávat pozor	A2	sousloví					6.10.5
dávka pro zdravotně postižené	A2	sousloví					6.11.5
denní nabídka	A2	sousloví					6.3.5
dešťové srážky	A2	sousloví					6.13.3
dětský pokoj	A2	sousloví					6.2.3
doba neurčitá	A2	sousloví					6.6.5
doba určitá	A2	sousloví					6.6.5
dohoda o pracovní činnosti	A2	sousloví					6.6.5
dohoda o provedení práce	A2	sousloví					6.6.5
domácí potřeby	A2	sousloví					6.8.1
dopravní prostředek	A2	sousloví					6.9.1
dostat výpověď	A2	sousloví					6.6.5
druhý stupeň	A2	sousloví					6.10.1
elektrický spotřebič	A2	sousloví					6.8.2
fyzická osoba	A2	sousloví					6.6.8
hi-fi věž	A2	sousloví					6.2.5
hladká mouka	A2	sousloví					6.3.13
hlasová schránka	A2	sousloví					5.6.13
hmotná nouze	A2	sousloví					6.11.5
hned vedle	A2	sousloví					4.3.4
holicí strojek	A2	sousloví					6.4.2
hotové jídlo	A2	sousloví					6.3.5
houskový knedlík	A2	sousloví					6.3.8
hroznové víno	A2	sousloví					6.3.10
hrubá mouka	A2	sousloví					6.3.13
hudební nástroj	A2	sousloví					6.5.6
hygienické potřeby	A2	sousloví					6.8.2
internetové bankovnictví	A2	sousloví					6.8.12
jak vysoko	A2	sousloví					4.3.2
je (po)třeba	A2	sousloví					5.2.32
je třeba	A2	sousloví					5.2.32
je zakázáno	A2	sousloví					5.2.31
jídelní vůz	A2	sousloví					6.9.10
jídlo na objednávku	A2	sousloví					6.3.5
jméno matky	A2	sousloví					6.1.1
jméno otce	A2	sousloví					6.1.1
jméno za svobodna	A2	sousloví					6.1.1
kilometr čtvereční	A2	sousloví					4.3.7
koncertní sál	A2	sousloví					6.5.10
kotel na dřevo	A2	sousloví					6.2.5
kotel na uhlí	A2	sousloví					6.2.5
kožené zboží	A2	sousloví					6.8.1
kruhový objezd	A2	sousloví					6.9.4
kuchyňská linka	A2	sousloví					6.2.4
kuchyňský kout	A2	sousloví					6.2.3
kulturní dům	A2	sousloví					6.5.10
letový řád	A2	sousloví					6.9.11
masáž srdce	A2	sousloví					6.12.2
mateřská dovolená	A2	sousloví					6.6.2; 6.11.4
městská policie	A2	sousloví					6.14.4
metr krychlový	A2	sousloví					4.3.8
MHD	A2	sousloví					6.9.8
mít chuť	A2	sousloví					5.3.4; 5.3.11
mít nejraději	A2	sousloví					5.3.13
mít občanství	A2	sousloví					6.1.9
mít v plánu	A2	sousloví					5.2.36
mít význam	A2	sousloví					4.7.6
mít zájem	A2	sousloví					6.5.6
muž na rodičovské dovolené	A2	sousloví					6.6.2
nákupní centrum	A2	sousloví					6.8.1
nápojový lístek	A2	sousloví					6.3.3
nealkoholický nápoj	A2	sousloví					6.3.14
nehtové studio	A2	sousloví					6.8.8
nezisková organizace	A2	sousloví					6.14.2
obchod s elektronikou	A2	sousloví					6.8.1
obuv bez podpatku	A2	sousloví					6.8.3
obuv s podpatkem	A2	sousloví					6.8.3
obývací pokoj	A2	sousloví					6.2.3
očkovací průkaz	A2	sousloví					6.7.11
oční lékař	A2	sousloví					6.7.6
odborný lékař	A2	sousloví					6.7.6
odpovědní list	A2	sousloví					6.10.8
opravna obuvi	A2	sousloví					6.8.8
opravna oděvů	A2	sousloví					6.8.8
ošetřovné na dítě	A2	sousloví					6.7.13
označit jízdenku	A2	sousloví					6.9.8
palubní vstupenka	A2	sousloví					6.9.11
pěší zóna	A2	sousloví					6.9.4
podání vysvětlení	A2	sousloví					6.12.1
podpora v nezaměstnanosti	A2	sousloví					6.11.5
policejní cela	A2	sousloví					6.12.1
pomoc v hmotné nouzi	A2	sousloví					6.11.5
poplatek do fondu oprav	A2	sousloví					6.2.6
poplatek za internet	A2	sousloví					6.2.6
poplatek za pevnou linku	A2	sousloví					6.2.6
Poslanecká sněmovna	A2	sousloví					6.14.3
poštovní schránka	A2	sousloví					6.8.11
požádat o občanství	A2	sousloví					6.1.9
práce přesčas	A2	sousloví					6.6.5
pracovní agentura	A2	sousloví					6.11.5
pracovní pomůcky	A2	sousloví					6.6.5
právnická osoba	A2	sousloví					6.6.8
průkaz diabetika	A2	sousloví					6.7.11
první stupeň	A2	sousloví					6.10.1
předchozí příjmení	A2	sousloví					6.1.1
přídavek na dítě	A2	sousloví					6.11.5
připojení k internetu	A2	sousloví					6.2.5
příspěvek na bydlení	A2	sousloví					6.2.6; 6.11.5
půjčovna aut	A2	sousloví					6.9.5
půjčovna oblečení	A2	sousloví					6.8.8
půl úvazku	A2	sousloví					6.6.5
realitní makléř	A2	sousloví					6.8.10
registr řidičů	A2	sousloví					6.11.1
registr vozidel	A2	sousloví					6.11.1
rodičovská dovolená	A2	sousloví					6.6.2
rodičovský příspěvek	A2	sousloví					6.11.5
rodné příjmení	A2	sousloví					6.1.1
rozvrh hodin	A2	sousloví					6.10.6
ručení omezené	A2	sousloví					6.6.8
rychlé občerstvení	A2	sousloví					6.3.2
rychlovarná konvice	A2	sousloví					6.2.5
sci-fi litertura	A2	sousloví					6.5.14
Schengenský prostor	A2	sousloví					6.14.3
skopové maso	A2	sousloví					6.3.7
smlouva na dobu neurčitou	A2	sousloví					6.6.5
smlouva na dobu určitou	A2	sousloví					6.6.5
sociální pojištění	A2	sousloví					6.8.14
solární panel	A2	sousloví					6.2.5
spodní prádlo	A2	sousloví					6.8.3
společnost s ručením omezeným	A2	sousloví					6.6.8
sportovní potřeby	A2	sousloví					6.8.1
sprchový kout	A2	sousloví					6.2.4
stanoviště taxi	A2	sousloví					6.9.8
státní občanství	A2	sousloví					6.1.9
státní zastupitelství	A2	sousloví					6.11.7
stupeň Celsia	A2	sousloví					4.3.9
školní potřeby	A2	sousloví					6.8.2
těhotenský průkaz	A2	sousloví					6.7.11
technická prohlídka	A2	sousloví					6.9.2; 6.9.6
technický stav	A2	sousloví					6.9.6
telecí řízek	A2	sousloví					6.3.7
test na alkohol	A2	sousloví					6.9.6
test na drogy	A2	sousloví					6.9.6
tísňová linka	A2	sousloví					6.12.2
trestní oznámení	A2	sousloví					6.11.8
trestný čin	A2	sousloví					6.12.1
úřad sociálního zabezpečení	A2	sousloví					6.11.4
úřední překlad	A2	sousloví					6.11.6
ústřední topení	A2	sousloví					6.2.5
vážná hudba	A2	sousloví					6.1.14; 6.5.15
volně prodejný	A2	sousloví					6.8.6
vybírat peníze	A2	sousloví					6.8.12
vybrat peníze	A2	sousloví					6.8.12
výpis z trestního rejstříku	A2	sousloví					6.11.7
výpis z účtu	A2	sousloví					6.8.12
výplatní lístek	A2	sousloví					6.6.6; 6.11.5
výsledky z laboratoře	A2	sousloví					6.7.11
vysoký tlak	A2	sousloví					6.7.5
výuční list	A2	sousloví					6.10.9
vzít si s sebou	A2	sousloví					6.3.3
za druhé	A2	sousloví					4.2.5
za prvé	A2	sousloví					4.2.5
za svobodna	A2	sousloví					6.1.1
zákaz stání	A2	sousloví					6.9.4
zákaz zastavení	A2	sousloví					6.9.4
základní plat	A2	sousloví					6.6.6
zápal plic	A2	sousloví					6.7.5
záruční doba	A2	sousloví					6.8.4
zavazadlový lístek	A2	sousloví					6.9.11
zdravotně postižený	A2	sousloví					6.11.4
zdravotní pojišťovna	A2	sousloví					6.7.12
zdravotní průkaz	A2	sousloví					6.7.11
zkouška v autoškole	A2	sousloví					6.9.2
zkušební doba	A2	sousloví					6.6.5
zoologická zahrada	A2	sousloví					6.13.2
zůstat stát	A2	sousloví					4.4.18
železniční přejezd	A2	sousloví					6.9.4
žena na mateřské dovolené	A2	sousloví					6.6.2
žena na rodičovské dovolené	A2	sousloví					6.6.2
živnostenský rejstřík	A2	sousloví					6.11.2
živnostenský úřad	A2	sousloví					6.11.2
bát se, že	A2	vazba					5.3.30
bydlet u	A2	vazba					6.1.3; 6.2.2
dát na místo	A2	vazba					4.4.14
dík(y) za	A2	vazba					5.5.3
dík(y), že	A2	vazba					5.5.3
dovolat se do	A2	vazba					5.6.12
hrát na	A2	vazba					6.5.2; 6.5.6; 6.5.7
hrát proti	A2	vazba					7.1
chce se + dativ zájmena + infinitiv	A2	vazba					5.3.11
chuť na	A2	vazba					5.3.4; 5.3.5; 5.3.6
informace o	A2	vazba					6.5.4
je možné, že	A2	vazba					5.2.20; 5.2.23
měl/a by ses + infinitiv	A2	vazba					5.4.15
mít + infinitiv	A2	vazba					5.2.32
mít chuť na	A2	vazba					5.3.4; 5.3.5
mít raději … než	A2	vazba					5.3.12
mít radost, že	A2	vazba					5.3.18
mít strach, že	A2	vazba					5.3.30
mít zájem o	A2	vazba					5.3.14; 5.3.15
mluvit o, s	A2	vazba					5.6.9
možná, že	A2	vazba					5.2.19
myslet (si), že	A2	vazba					5.2.15
myslet, že	A2	vazba					5.2.20
nemít zájem o	A2	vazba					5.3.16
nezajímat se o	A2	vazba					5.3.16
pochybovat, že	A2	vazba					5.2.18
pojďme + infinitiv	A2	vazba					5.4.8
pozor, ať	A2	vazba					5.4.13
ptát se, jestli	A2	vazba					5.1.7; 5.1.11; 6.10.5
raději … než	A2	vazba					5.3.12
slyšet o	A2	vazba					5.2.8; 5.2.9
souhlasit s	A2	vazba					5.2.1; 5.2.7
spokojený s	A2	vazba					5.3.23; 5.3.24
stejně jako	A2	vazba					4.8.8
špatný pro	A2	vazba					4.7.4
vést na	A2	vazba					6.2.3
zájem o	A2	vazba					5.3.14; 5.3.15; 5.3.16
zajímat se o	A2	vazba					5.3.14; 5.3.15; 5.3.16; 6.5.6
zapomenout, že	A2	vazba					5.2.14
zeptat se, jestli	A2	vazba					5.1.7; 5.1.11; 6.10.5
zlobit se, že	A2	vazba					5.5.1
žádat o	A2	vazba					5.4.4
žít s	A2	vazba					6.1.8
